 cms_help                                | category_id
 outbox_event                            | retry_count
 outbox_event                            | status
 outbox_event                            | type
 pms_album                               | cover_pic
 pms_album                               | description
 pms_album                               | id
 pms_album                               | name
 pms_album                               | pic_count
 pms_album                               | sort
 pms_album_pic                           | album_id
 pms_album_pic                           | id
 pms_album_pic                           | pic
 pms_brand                               | big_pic
 pms_brand                               | brand_story
 pms_brand                               | factory_status
 pms_brand                               | first_letter
 pms_brand                               | id
 pms_brand                               | logo
 pms_brand                               | name
 pms_brand                               | product_comment_count
 pms_brand                               | product_count
 pms_brand                               | show_status
 pms_brand                               | sort
 pms_comment                             | collect_couont
 pms_comment                             | content
 pms_comment                             | create_time
 pms_comment                             | id
 pms_comment                             | member_icon
 pms_comment                             | member_ip
 pms_comment                             | member_nick_name
 pms_comment                             | pics
 pms_comment                             | product_attribute
 pms_comment                             | product_id
 pms_comment                             | product_name
 pms_comment                             | read_count
 pms_comment                             | replay_count
 pms_comment                             | show_status
 pms_comment                             | star
 pms_comment_replay                      | comment_id
 pms_comment_replay                      | content
 pms_comment_replay                      | create_time
 pms_comment_replay                      | id
 pms_comment_replay                      | member_icon
 pms_comment_replay                      | member_nick_name
 pms_comment_replay                      | type
 pms_feight_template                     | charge_type
 pms_feight_template                     | continme_fee
 pms_feight_template                     | continue_weight
 pms_feight_template                     | dest
 pms_feight_template                     | first_fee
 pms_feight_template                     | first_weight
 pms_feight_template                     | id
 pms_feight_template                     | name
 pms_member_price                        | id
 pms_member_price                        | member_level_id
 pms_member_price                        | member_level_name
 pms_member_price                        | member_price
 pms_member_price                        | product_id
 pms_product                             | album_pics
 pms_product                             | brand_id
 pms_product                             | brand_name
 pms_product                             | delete_status
 pms_product                             | description
 pms_product                             | detail_desc
 pms_product                             | detail_html
 pms_product                             | detail_mobile_html
 pms_product                             | detail_title
 pms_product                             | feight_template_id
 pms_product                             | gift_growth
 pms_product                             | gift_point
 pms_product                             | id
 pms_product                             | keywords
 pms_product                             | low_stock
 pms_product                             | name
 pms_product                             | new_status
 pms_product                             | note
 pms_product                             | original_price
 pms_product                             | pic
 pms_product                             | preview_status
 pms_product                             | price
 pms_product                             | product_attribute_category_id
 pms_product                             | product_category_id
 pms_product                             | product_category_name
 pms_product                             | product_sn
 pms_product                             | promotion_end_time
 pms_product                             | promotion_per_limit
 pms_product                             | promotion_price
 pms_product                             | promotion_start_time
 pms_product                             | promotion_type
 pms_product                             | publish_status
 pms_product                             | recommand_status
 pms_product                             | sale
 pms_product                             | service_ids
 pms_product                             | sort
 pms_product                             | stock
 pms_product                             | sub_title
 pms_product                             | unit
 pms_product                             | use_point_limit
 pms_product                             | vendor_id
 pms_product                             | verify_status
 pms_product                             | weight
 pms_product_attribute                   | filter_type
 pms_product_attribute                   | hand_add_status
 pms_product_attribute                   | id
 pms_product_attribute                   | input_list
 pms_product_attribute                   | input_type
 pms_product_attribute                   | name
 pms_product_attribute                   | product_attribute_category_id
 pms_product_attribute                   | related_status
 pms_product_attribute                   | search_type
 pms_product_attribute                   | select_type
 pms_product_attribute                   | sort
 pms_product_attribute                   | type
 pms_product_attribute_category          | attribute_count
 pms_product_attribute_category          | id
 pms_product_attribute_category          | name
 pms_product_attribute_category          | param_count
 pms_product_attribute_value             | id
 pms_product_attribute_value             | product_attribute_id
 pms_product_attribute_value             | product_id
 pms_product_attribute_value             | value
 pms_product_category                    | description
 pms_product_category                    | icon
 pms_product_category                    | id
 pms_product_category                    | keywords
 pms_product_category                    | level
 pms_product_category                    | name
 pms_product_category                    | nav_status
 pms_product_category                    | parent_id
 pms_product_category                    | product_count
 pms_product_category                    | product_unit
 pms_product_category                    | show_status
 pms_product_category                    | sort
 pms_product_category_attribute_relation | id
 pms_product_category_attribute_relation | product_attribute_id
 pms_product_category_attribute_relation | product_category_id
 pms_product_embedding                   | embedding
 pms_product_embedding                   | product_id
 pms_product_full_reduction              | full_price
 pms_product_full_reduction              | id
 pms_product_full_reduction              | product_id
 pms_product_full_reduction              | reduce_price
 pms_product_ladder                      | count
 pms_product_ladder                      | discount
 pms_product_ladder                      | id
 pms_product_ladder                      | price
 pms_product_ladder                      | product_id
 pms_product_operate_log                 | create_time
 pms_product_operate_log                 | gift_point_new
 pms_product_operate_log                 | gift_point_old
 pms_product_operate_log                 | id
 pms_product_operate_log                 | operate_man
 pms_product_operate_log                 | price_new
 pms_product_operate_log                 | price_old
 pms_product_operate_log                 | product_id
 pms_product_operate_log                 | sale_price_new
 pms_product_operate_log                 | sale_price_old
 pms_product_operate_log                 | use_point_limit_new
 pms_product_operate_log                 | use_point_limit_old
 pms_product_vertify_record              | create_time
 pms_product_vertify_record              | detail
 pms_product_vertify_record              | id
 pms_product_vertify_record              | product_id
 pms_product_vertify_record              | status
 pms_product_vertify_record              | vertify_man
 pms_review                              | content
 pms_review                              | created_time
 pms_review                              | id
 pms_review                              | like_count
 pms_review                              | member_id
 pms_review                              | parent_id
 pms_review                              | product_id
 pms_review                              | rating
 pms_review                              | status
 pms_review_media                        | id
 pms_review_media                        | media_type
 pms_review_media                        | media_url
 pms_review_media                        | review_id
 pms_review_media                        | sort_order
 pms_review_media                        | thumbnail_url
 pms_sku_stock                           | id
 pms_sku_stock                           | lock_stock
 pms_sku_stock                           | low_stock
 pms_sku_stock                           | pic
 pms_sku_stock                           | price
 pms_sku_stock                           | product_id
 pms_sku_stock                           | promotion_price
 pms_sku_stock                           | sale
 pms_sku_stock                           | sku_code
 pms_sku_stock                           | sp_data
 pms_sku_stock                           | stock
 sms_coupon                              | amount
 sms_coupon                              | code
 sms_coupon                              | count
 sms_coupon                              | enable_time
 sms_coupon                              | end_time
 sms_coupon                              | id
 sms_coupon                              | member_level
 sms_coupon                              | min_point
 sms_coupon                              | name
 sms_coupon                              | note
 sms_coupon                              | per_limit
 sms_coupon                              | platform
 sms_coupon                              | publish_count
 sms_coupon                              | receive_count
 sms_coupon                              | start_time
 sms_coupon                              | type
 sms_coupon                              | use_count
 sms_coupon                              | use_type
 sms_coupon_history                      | coupon_code
 sms_coupon_history                      | coupon_id
 sms_coupon_history                      | create_time
 sms_coupon_history                      | get_type
 sms_coupon_history                      | id
 sms_coupon_history                      | member_id
 sms_coupon_history                      | member_nickname
 sms_coupon_history                      | order_id
 sms_coupon_history                      | order_sn
 sms_coupon_history                      | use_status
 sms_coupon_history                      | use_time
 sms_coupon_product_category_relation    | coupon_id
 sms_coupon_product_category_relation    | id
 sms_coupon_product_category_relation    | parent_category_name
 sms_coupon_product_category_relation    | product_category_id
 sms_coupon_product_category_relation    | product_category_name
 sms_coupon_product_relation             | coupon_id
 sms_coupon_product_relation             | id
 sms_coupon_product_relation             | product_id
 sms_coupon_product_relation             | product_name
 sms_coupon_product_relation             | product_sn
 sms_flash_promotion                     | create_time
 sms_flash_promotion                     | end_date
 sms_flash_promotion                     | id
 sms_flash_promotion                     | start_date
 sms_flash_promotion                     | status
 sms_flash_promotion                     | title
 sms_flash_promotion_log                 | id
 sms_flash_promotion_log                 | member_id
 sms_flash_promotion_log                 | member_phone
 sms_flash_promotion_log                 | product_id
 sms_flash_promotion_log                 | product_name
 sms_flash_promotion_log                 | send_time
 sms_flash_promotion_log                 | subscribe_time
 sms_flash_promotion_product_relation    | flash_promotion_count
 sms_flash_promotion_product_relation    | flash_promotion_id
 sms_flash_promotion_product_relation    | flash_promotion_limit
 sms_flash_promotion_product_relation    | flash_promotion_price
 sms_flash_promotion_product_relation    | flash_promotion_session_id
 sms_flash_promotion_product_relation    | id
 sms_flash_promotion_product_relation    | product_id
 sms_flash_promotion_product_relation    | sort
 sms_flash_promotion_session             | create_time
 sms_flash_promotion_session             | end_time
 sms_flash_promotion_session             | id
 sms_flash_promotion_session             | name
 sms_flash_promotion_session             | start_time
 sms_flash_promotion_session             | status
 sms_home_advertise                      | click_count
 sms_home_advertise                      | end_time
 sms_home_advertise                      | id
 sms_home_advertise                      | name
 sms_home_advertise                      | note
 sms_home_advertise                      | order_count
 sms_home_advertise                      | pic
 sms_home_advertise                      | sort
 sms_home_advertise                      | start_time
 sms_home_advertise                      | status
 sms_home_advertise                      | type
 sms_home_advertise                      | url
 sms_home_brand                          | brand_id
 sms_home_brand                          | brand_name
 sms_home_brand                          | id
 sms_home_brand                          | recommend_status
 sms_home_brand                          | sort
 sms_home_new_product                    | id
 sms_home_new_product                    | product_id
 sms_home_new_product                    | product_name
 sms_home_new_product                    | recommend_status
 sms_home_new_product                    | sort
 sms_home_recommend_product              | id
 sms_home_recommend_product              | product_id
 sms_home_recommend_product              | product_name
 sms_home_recommend_product              | recommend_status
 sms_home_recommend_product              | sort
 sms_home_recommend_subject              | id
 sms_home_recommend_subject              | recommend_status
 sms_home_recommend_subject              | sort
 sms_home_recommend_subject              | subject_id
 sms_home_recommend_subject              | subject_name
 ums_admin                               | create_time
 ums_admin                               | email
 ums_admin                               | icon
 ums_admin                               | id
 ums_admin                               | login_time
 ums_admin                               | nick_name
 ums_admin                               | note
 ums_admin                               | password
 ums_admin                               | status
 ums_admin                               | username
 ums_admin                               | vendor_id
 ums_admin_login_log                     | address
 ums_admin_login_log                     | admin_id
 ums_admin_login_log                     | create_time
 ums_admin_login_log                     | id
 ums_admin_login_log                     | ip
 ums_admin_login_log                     | user_agent
 ums_admin_permission_relation           | admin_id
 ums_admin_permission_relation           | id
 ums_admin_permission_relation           | permission_id
 ums_admin_permission_relation           | type
 ums_admin_role_relation                 | admin_id
 ums_admin_role_relation                 | id
 ums_admin_role_relation                 | role_id
 ums_growth_change_history               | change_count
 ums_growth_change_history               | change_type
 ums_growth_change_history               | create_time
 ums_growth_change_history               | id
 ums_growth_change_history               | member_id
 ums_growth_change_history               | operate_man
 ums_growth_change_history               | operate_note
 ums_growth_change_history               | source_type
 ums_integration_change_history          | change_count
 ums_integration_change_history          | change_type
 ums_integration_change_history          | create_time
 ums_integration_change_history          | id
 ums_integration_change_history          | member_id
 ums_integration_change_history          | operate_man
 ums_integration_change_history          | operate_note
 ums_integration_change_history          | source_type
 ums_integration_consume_setting         | coupon_status
 ums_integration_consume_setting         | deduction_per_amount
 ums_integration_consume_setting         | id
 ums_integration_consume_setting         | max_percent_per_order
 ums_integration_consume_setting         | use_unit
 ums_member                              | birthday
 ums_member                              | city
 ums_member                              | create_time
 ums_member                              | email
 ums_member                              | gender
 ums_member                              | growth
 ums_member                              | history_integration
 ums_member                              | icon
 ums_member                              | id
 ums_member                              | integration
 ums_member                              | job
 ums_member                              | luckey_count
 ums_member                              | member_level_id
 ums_member                              | nickname
 ums_member                              | password
 ums_member                              | personalized_signature
 ums_member                              | phone
 ums_member                              | source_type
 ums_member                              | status
 ums_member                              | username
 ums_member_level                        | comment_growth_point
 ums_member_level                        | default_status
 ums_member_level                        | free_freight_point
 ums_member_level                        | growth_point
 ums_member_level                        | id
 ums_member_level                        | name
 ums_member_level                        | note
 ums_member_level                        | priviledge_birthday
 ums_member_level                        | priviledge_comment
 ums_member_level                        | priviledge_free_freight
 ums_member_level                        | priviledge_member_price
 ums_member_level                        | priviledge_promotion
 ums_member_level                        | priviledge_sign_in
 ums_member_login_log                    | city
 ums_member_login_log                    | create_time
 ums_member_login_log                    | id
 ums_member_login_log                    | ip
 ums_member_login_log                    | login_type
 ums_member_login_log                    | member_id
 ums_member_login_log                    | province
 ums_member_member_tag_relation          | id
 ums_member_member_tag_relation          | member_id
 ums_member_member_tag_relation          | tag_id
 ums_member_product_category_relation    | id
 ums_member_product_category_relation    | member_id
 ums_member_product_category_relation    | product_category_id
 ums_member_receive_address              | city
 ums_member_receive_address              | default_status
 ums_member_receive_address              | detail_address
 ums_member_receive_address              | id
 ums_member_receive_address              | member_id
 ums_member_receive_address              | name
 ums_member_receive_address              | phone_number
 ums_member_receive_address              | post_code
 ums_member_receive_address              | province
 ums_member_receive_address              | region
 ums_member_rule_setting                 | consume_per_point
 ums_member_rule_setting                 | continue_sign_day
 ums_member_rule_setting                 | continue_sign_point
 ums_member_rule_setting                 | id
 ums_member_rule_setting                 | low_order_amount
 ums_member_rule_setting                 | max_point_per_order
 ums_member_rule_setting                 | type
 ums_member_statistics_info              | attend_count
 ums_member_statistics_info              | collect_comment_count
 ums_member_statistics_info              | collect_product_count
 ums_member_statistics_info              | collect_subject_count
 ums_member_statistics_info              | collect_topic_count
 ums_member_statistics_info              | comment_count
 ums_member_statistics_info              | consume_amount
 ums_member_statistics_info              | coupon_count
 ums_member_statistics_info              | fans_count
 ums_member_statistics_info              | id
 ums_member_statistics_info              | invite_friend_count
 ums_member_statistics_info              | login_count
 ums_member_statistics_info              | member_id
 ums_member_statistics_info              | order_count
 ums_member_statistics_info              | recent_order_time
 ums_member_statistics_info              | return_order_count
 ums_member_tag                          | finish_order_amount
 ums_member_tag                          | finish_order_count
 ums_member_tag                          | id
 ums_member_tag                          | name
 ums_member_task                         | growth
 ums_member_task                         | id
 ums_member_task                         | intergration
 ums_member_task                         | name
 ums_member_task                         | type
 ums_menu                                | create_time
 ums_menu                                | hidden
 ums_menu                                | icon
 ums_menu                                | id
 ums_menu                                | level
 ums_menu                                | name
 ums_menu                                | parent_id
 ums_menu                                | sort
 ums_menu                                | title
 ums_permission                          | create_time
 ums_permission                          | icon
 ums_permission                          | id
 ums_permission                          | name
 ums_permission                          | pid
 ums_permission                          | sort
 ums_permission                          | status
 ums_permission                          | type
 ums_permission                          | uri
 ums_permission                          | value
 ums_resource                            | category_id
 ums_resource                            | create_time
 ums_resource                            | description
 ums_resource                            | id
 ums_resource                            | name
 ums_resource                            | url
 ums_resource_category                   | create_time
 ums_resource_category                   | id
 ums_resource_category                   | name
 ums_resource_category                   | sort
 ums_role                                | admin_count
 ums_role                                | create_time
 ums_role                                | description
 ums_role                                | id
 ums_role                                | name
 ums_role                                | sort
 ums_role                                | status
 ums_role_menu_relation                  | id
 ums_role_menu_relation                  | menu_id
 ums_role_menu_relation                  | role_id
 ums_role_permission_relation            | id
 ums_role_permission_relation            | permission_id
 ums_role_permission_relation            | role_id
 ums_role_resource_relation              | id
 ums_role_resource_relation              | resource_id
 ums_role_resource_relation              | role_id

